Log,Min SOC,Max SOC,SoH,shutdown min cell,shutdown max cell,boot min cell,boot max cell,min temp,max temp,Max Current,Cycle Number,logged wo sleep,cycle inc,shutdown min volt,shutdown max volt,boot min volt,boot max volt,shutdown capacity,accum charge,accum discharge,binary
154,84,99,0,9,5,10,8,23,34,29,12,0,0,3940,3980,4280,4360,8923,91,1648,9A 54 63 00 47 52 77 1D 00 0C 00 8A D6 DA 59 C5 C7 DB 22 5B 00 00 67 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
153,65,82,0,9,4,10,5,24,33,33,12,0,0,3900,3920,3900,3940,7725,1888,1008,99 41 52 00 48 51 78 21 00 0C 00 5A C3 C5 49 C3 C4 2D 1E 60 07 00 3F 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
152,56,65,0,10,5,9,5,23,27,15,12,0,0,3920,3960,3840,3860,6845,966,16,98 38 41 00 47 4B 6F 0F 00 0C 00 59 C0 C1 5A C4 C6 BD 1A C6 03 00 01 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
151,56,90,0,3,5,10,8,34,47,24,12,0,0,3780,3820,4260,4300,5906,8,3584,97 38 5A 00 52 5F 79 18 00 0C 00 8A D5 D7 53 BD BF 12 17 08 00 00 E0 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
150,58,93,0,11,10,10,5,23,44,20,12,1,1,4020,4460,4180,4240,9486,3553,3712,96 3A 5D 00 47 5C 79 14 00 0C C0 5A D1 D4 AB C9 DF 0E 25 E1 0D 00 E8 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
149,89,91,0,10,0,10,5,24,25,0,11,0,0,4180,4240,4140,4200,9648,223,0,95 59 5B 00 48 49 77 00 00 0B 00 5A CF D2 0A D1 D4 B0 25 DF 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
148,99,100,0,10,0,10,0,23,24,0,11,0,0,4200,4260,4180,4240,10500,92,0,94 63 64 00 47 48 73 00 00 0B 00 0A D1 D4 0A D2 D5 04 29 5C 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
147,82,99,0,10,0,10,4,22,27,0,11,0,0,4200,4240,4020,4080,10486,1860,0,93 52 63 00 46 4B 77 00 00 0B 00 4A C9 CC 0A D2 D4 F6 28 44 07 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
146,82,100,0,3,11,10,4,23,30,28,11,0,0,4000,4060,4240,4280,8626,15,1872,92 52 64 00 47 4E 77 1C 00 0B 00 4A D4 D6 B3 C8 CB B2 21 0F 00 00 75 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
145,99,100,0,10,4,10,4,23,23,0,11,0,0,4240,4280,4240,4280,10500,7,0,91 63 64 00 47 47 52 00 00 0B 00 4A D4 D6 4A D4 D6 04 29 07 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
144,97,100,0,10,8,10,11,22,23,0,11,0,0,4300,4340,4160,4220,10500,933,0,90 61 64 00 46 47 77 00 00 0B 00 BA D0 D3 8A D7 D9 04 29 A5 03 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
143,97,97,0,3,11,3,7,26,26,1,11,0,0,4180,4220,4180,4220,10190,5,0,8F 61 61 00 4A 4A 76 01 00 0B 00 73 D1 D3 B3 D1 D3 CE 27 05 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
142,96,97,0,3,11,3,8,27,31,0,11,0,0,4180,4220,4220,4280,10186,28,0,8E 60 61 00 4B 4F 78 00 00 0B 00 83 D3 D6 B3 D1 D3 CA 27 1C 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
141,64,100,0,3,11,9,8,29,43,47,11,0,0,3820,3860,4260,4320,6758,53,3792,8D 40 64 00 4D 5B 79 2F 00 0B 00 89 D5 D8 B3 BF C1 66 1A 35 00 00 ED 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
140,99,100,0,7,10,6,10,25,26,0,11,0,0,4320,4340,4260,4280,10500,689,0,8C 63 64 00 49 4A 77 00 00 0B 00 A6 D5 D6 A7 D8 D9 04 29 B1 02 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
139,99,100,0,7,8,7,8,25,25,3,11,0,0,4320,4340,4320,4340,10425,0,64,8B 63 64 00 49 49 57 03 00 0B 00 87 D8 D9 87 D8 D9 B9 28 00 00 00 04 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
138,99,100,0,7,8,10,4,25,26,0,11,0,0,4320,4340,4240,4300,10500,974,0,8A 63 64 00 49 4A 78 00 00 0B 00 4A D4 D7 87 D8 D9 04 29 CE 03 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
137,99,100,0,10,8,10,4,25,26,0,11,0,0,4260,4300,4240,4280,10500,123,0,89 63 64 00 49 4A 75 00 00 0B 00 4A D4 D6 8A D5 D7 04 29 7B 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
136,99,100,0,3,8,3,8,26,26,4,11,0,0,4240,4280,4240,4280,10478,52,32,88 63 64 00 4A 4A 5C 04 00 0B 00 83 D4 D6 83 D4 D6 EE 28 34 00 00 02 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
135,94,100,0,3,8,3,8,22,23,0,11,0,0,4280,4320,4180,4240,10500,593,0,87 5E 64 00 46 47 78 00 00 0B 00 83 D1 D4 83 D6 D8 04 29 51 02 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
134,65,94,0,10,8,6,4,18,25,0,11,0,0,4300,4340,3940,3960,9941,3034,0,86 41 5E 00 42 49 78 00 00 0B 00 46 C5 C6 8A D7 D9 D5 26 DA 0B 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
133,64,65,0,3,10,3,9,25,32,0,11,0,0,3920,3940,3880,3980,6907,92,0,85 40 41 00 49 50 77 00 00 0B 00 93 C2 C7 A3 C4 C5 FB 1A 5C 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
132,80,100,0,7,8,3,9,23,27,0,11,0,0,4300,4320,3980,4000,10500,2607,0,84 50 64 00 47 4B 77 00 00 0B 00 93 C7 C8 87 D7 D8 04 29 2F 0A 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
131,79,100,0,3,11,3,9,22,37,38,11,0,0,3960,4000,4200,4260,8428,111,2176,83 4F 64 00 46 55 77 26 00 0B 00 93 D2 D5 B3 C6 C8 EC 20 6F 00 00 88 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
130,76,100,0,7,8,6,8,23,26,0,11,0,0,4300,4340,4000,4020,10500,2594,0,82 4C 64 00 47 4A 77 00 00 0B 00 86 C8 C9 87 D7 D9 04 29 22 0A 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
129,100,100,0,11,10,0,11,21,22,0,11,0,0,4320,4340,4260,4300,10500,466,0,81 64 64 00 45 46 77 00 00 0B 00 B0 D5 D7 AB D8 D9 04 29 D2 01 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
128,43,100,0,6,11,3,9,23,28,0,11,0,0,4320,4340,3740,3840,10500,6172,0,80 2B 64 00 47 4C 79 00 00 0B 00 93 BB C0 B6 D8 D9 04 29 1C 18 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
127,42,100,0,11,9,6,9,20,40,20,11,1,0,4320,4340,4040,4120,10500,9089,6048,7F 2A 64 00 44 58 79 14 00 0B 40 96 CA CE 9B D8 D9 04 29 81 23 00 7A 01 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
126,2,65,0,11,4,3,9,22,40,9,10,0,0,4280,4300,3380,3740,6826,6582,0,7E 02 41 00 46 58 71 09 00 0A 00 93 A9 BB 4B D6 D7 AA 1A B6 19 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
125,46,100,0,11,9,1,10,20,27,0,10,0,0,4320,4320,3800,3820,10500,6069,0,7D 2E 64 00 44 4B 79 00 00 0A 00 A1 BE BF 9B D8 D8 04 29 B5 17 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
124,46,100,0,3,9,0,9,21,40,21,10,1,0,3760,3820,4260,4320,4885,48,5632,7C 2E 64 00 45 58 78 15 00 0A 40 90 D5 D8 93 BC BF 15 13 30 00 00 60 01 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
123,46,100,0,6,11,3,9,23,28,0,9,0,0,4320,4340,3760,3820,10500,6598,0,7B 2E 64 00 47 4C 79 00 00 09 00 93 BC BF B6 D8 D9 04 29 C6 19 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
122,46,100,0,6,11,11,4,19,35,18,9,1,0,4320,4340,4300,4320,10500,6840,5648,7A 2E 64 00 43 53 79 12 00 09 40 4B D7 D8 B6 D8 D9 04 29 B8 1A 00 61 01 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
121,44,100,0,11,4,3,9,18,28,5,8,0,1,4260,4320,3740,3820,10500,6150,0,79 2C 64 00 42 4C 74 05 00 08 80 93 BB BF 4B D5 D8 04 29 06 18 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
120,99,100,0,6,11,6,8,20,23,0,8,0,0,4320,4340,4280,4320,10500,901,0,78 63 64 00 44 47 77 00 00 08 00 86 D6 D8 B6 D8 D9 04 29 85 03 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
119,97,100,0,6,8,6,8,22,24,6,8,0,0,4320,4340,4240,4280,10500,841,240,77 61 64 00 46 48 77 06 00 08 00 86 D4 D6 86 D8 D9 04 29 49 03 00 0F 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
118,62,99,0,11,8,6,4,23,27,0,8,0,0,4320,4340,3900,3920,10439,3853,0,76 3E 63 00 47 4B 77 00 00 08 00 46 C3 C4 8B D8 D9 C7 28 0D 0F 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
117,62,62,0,6,10,6,9,16,24,0,8,0,0,3920,3960,3860,3940,6587,41,0,75 3E 3E 00 40 48 74 00 00 08 00 96 C1 C5 A6 C4 C6 BB 19 29 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
116,94,100,0,6,8,6,8,25,25,0,8,0,0,4320,4340,4200,4240,10500,1004,0,74 5E 64 00 49 49 77 00 00 08 00 86 D2 D4 86 D8 D9 04 29 EC 03 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
115,65,94,0,7,2,6,8,22,27,0,8,0,1,4240,4280,3900,3900,9932,3049,0,73 41 5E 00 46 4B 77 00 00 08 80 86 C3 C3 27 D4 D6 CC 26 E9 0B 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
114,65,65,0,6,10,6,8,21,21,0,8,0,0,3900,3920,3880,3900,6884,48,0,72 41 41 00 45 45 5E 00 00 08 00 86 C2 C3 A6 C3 C4 E4 1A 30 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
113,64,77,0,6,10,11,2,22,25,0,8,0,0,3880,3900,3880,3880,8117,1325,0,71 40 4D 00 46 49 73 00 00 08 00 2B C2 C2 A6 C2 C3 B5 1F 2D 05 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
112,64,64,0,6,10,3,10,18,18,0,8,0,0,3880,3920,3880,3940,6792,18,0,70 40 40 00 42 42 67 00 00 08 00 A3 C2 C5 A6 C2 C4 88 1A 12 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
111,99,100,0,11,10,6,10,17,19,0,8,0,0,4320,4340,4300,4320,10500,253,0,6F 63 64 00 41 43 77 00 00 08 00 A6 D7 D8 AB D8 D9 04 29 FD 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
110,100,100,0,11,8,6,10,16,19,0,8,0,0,4320,4340,4260,4300,10500,411,0,6E 64 64 00 40 43 77 00 00 08 00 A6 D5 D7 8B D8 D9 04 29 9B 01 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
109,83,100,0,11,8,0,11,19,22,0,8,0,0,4320,4320,4080,4100,10500,2141,0,6D 53 64 00 43 46 77 00 00 08 00 B0 CC CD 8B D8 D8 04 29 5D 08 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
108,92,93,0,0,11,0,11,21,21,0,8,0,0,4100,4140,4100,4120,9772,36,0,6C 5C 5D 00 45 45 52 00 00 08 00 B0 CD CE B0 CD CF 2C 26 24 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
107,91,92,0,0,11,0,11,20,21,0,8,0,0,4100,4140,4100,4120,9737,119,0,6B 5B 5C 00 44 45 52 00 00 08 00 B0 CD CE B0 CD CF 09 26 77 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
106,91,94,0,0,11,0,11,23,24,50,8,0,0,4120,4160,4160,4200,9625,1,288,6A 5B 5E 00 47 48 56 32 00 08 00 B0 D0 D2 B0 CE D0 99 25 01 00 00 12 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
105,94,94,0,0,11,0,11,22,22,0,8,0,0,4160,4200,4160,4200,9923,48,0,69 5E 5E 00 46 46 52 00 00 08 00 B0 D0 D2 B0 D0 D2 C3 26 30 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
104,66,94,0,9,6,0,10,23,28,0,8,0,0,4220,4260,3900,3920,9876,2926,0,68 42 5E 00 47 4C 77 00 00 08 00 A0 C3 C4 69 D3 D5 94 26 6E 0B 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
103,100,100,0,0,11,0,11,23,26,0,8,0,0,4280,4320,4260,4300,10500,309,0,67 64 64 00 47 4A 5C 00 00 08 00 B0 D5 D7 B0 D6 D8 04 29 35 01 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
102,99,100,0,0,11,0,11,25,25,1,8,0,0,4260,4300,4260,4300,10500,25,0,66 63 64 00 49 49 58 01 00 08 00 B0 D5 D7 B0 D5 D7 04 29 19 00 00 00 00 05 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
101,99,100,0,0,11,0,11,25,25,1,8,0,0,4260,4300,4260,4280,10499,96,0,65 63 64 00 49 49 59 01 00 08 00 B0 D5 D6 B0 D5 D7 03 29 60 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
100,99,99,0,0,11,0,11,24,25,5,8,0,0,4260,4280,4260,4300,10422,0,64,64 63 63 00 48 49 57 05 00 08 00 B0 D5 D7 B0 D5 D6 B6 28 00 00 00 04 00 05 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
99,25,100,0,0,11,1,9,21,28,0,8,0,0,4260,4300,3680,3680,10500,10837,0,63 19 64 00 45 4C 78 00 00 08 00 91 B8 B8 B0 D5 D7 04 29 55 2A 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
98,85,90,0,0,7,8,10,24,28,0,8,0,0,4200,4220,4100,4480,9507,553,0,62 55 5A 00 48 4C 7B 00 00 08 00 A8 CD E0 70 D2 D3 23 25 29 02 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
97,50,100,0,11,6,3,9,24,28,0,8,0,1,4060,4420,3780,3800,10500,6283,0,61 32 64 00 48 4C 7B 00 00 08 80 93 BD BE 6B CB DD 04 29 8B 18 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
96,37,38,0,3,10,3,9,26,39,0,8,0,0,3780,3800,3720,3780,3991,31,0,60 25 26 00 4A 57 73 00 00 08 00 93 BA BD A3 BD BE 97 0F 1F 00 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
95,49,100,0,0,11,3,9,22,32,0,8,0,0,4300,4320,3780,3800,10500,6539,0,5F 31 64 00 46 50 5E 00 00 08 00 93 BD BE B0 D7 D8 04 29 8B 19 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
94,50,100,0,3,10,0,7,23,29,0,8,0,0,4260,4300,3780,3820,10500,6719,0,5E 32 64 00 47 4D 7B 00 00 08 00 70 BD BF A3 D5 D7 04 29 3F 1A 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
93,71,74,0,0,7,9,7,29,30,0,8,0,0,4320,4340,3960,4520,7825,290,0,5D 47 4A 00 4D 4E 7A 00 00 08 00 79 C6 E2 70 D8 D9 91 1E 22 01 00 00 00 00 00 00 80 1D F6 31 A1 09 12 AB 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 00 26 37 B4 41 00 00 00 00 00 00 00 00 00
